rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited
1030,=101,University of Minnesota,63.0,1030,55.1,84,56.9,100,81.2,294,77.8,136,41.7,911,United States,"61,009",12.0,10%,54 : 46,University of Minnesota,"Veterinary Science,Business & Management,Psychology,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Mathematics & Statistics,Sociology,Agriculture & Forestry,Law,Biological Sciences,Chemistry,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Other Health,Accounting & Finance,Architecture,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",False,False
1040,=104,"University of Maryland, College Park",62.9,1040,48.1,124,57.7,95,89.7,154,40.0,967,42.6,882,United States,"33,775",16.5,11%,49 : 51,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False
1050,=104,University of Warwick,62.9,1050,44.8,162,49.6,140,88.1,179,42.7,712,94.9,46,United Kingdom,"23,230",13.1,44%,50 : 50,University of Warwick,"Sociology,Geography,Chemistry,Accounting & Finance,Medicine & Dentistry,Psychology,Law,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Education,Mathematics & Statistics,General Engineering,Other Health,Physics & Astronomy,Civil Engineering,History, Philosophy & Theology,Business & Management,Biological Sciences,Communication & Media Studies",False,False
1060,106,Michigan State University,62.8,1060,56.2,77,55.6,106,78.8,346,39.9,980,61.9,454,United States,"45,465",16.0,13%,52 : 48,Michigan State University,"Education,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Chemical Engineering,Business & Management,Architecture,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sport Science,General Engineering,Geography,Communication & Media Studies,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Mathematics & Statistics,Computer Science,Veterinary Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Other Health,Archaeology,Physics & Astronomy,Agriculture & Forestry,History, Philosophy & Theology",False,False
1070,107,Ghent University,62.7,1070,48.6,119,60.1,80,77.8,364,80.0,113,63.9,425,Belgium,"39,437",35.6,12%,57 : 43,Ghent University,"Accounting & Finance,Education,Economics & Econometrics,General Engineering,Psychology,Archaeology,Computer Science,Sport Science,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Veterinary Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry,Sociology",False,False
1080,=108,University of Birmingham,62.6,1080,40.5,224,46.2,170,95.2,87,42.3,731,92.2,91,United Kingdom,"31,820",15.0,34%,58 : 42,University of Birmingham,"Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Education,Accounting & Finance,Art, Performing Arts & Design,Sport Science,Archaeology,General Engineering,Medicine & Dentistry,Law,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science,History, Philosophy & Theology,Geography,Psychology,Business & Management,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Chemical Engineering,Mathematics & Statistics",False,False
1090,=108,University of Southampton,62.6,1090,41.4,209,47.5,152,92.3,117,44.1,610,94.6,52,United Kingdom,"21,175",13.7,39%,53 : 47,University of Southampton,"Sociology,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Mathematics & Statistics,General Engineering,Accounting & Finance,Communication & Media Studies,Biological Sciences,Geography,Medicine & Dentistry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Other Health,Archaeology,History, Philosophy & Theology,Physics & Astronomy,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemistry,Computer Science,Education,Psychology,Law",False,False
1100,110,University of Helsinki,62.5,1100,45.9,149,58.5,89,86.6,208,39.1,1092,57.0,531,Finland,"23,059",15.8,5%,67 : 33,University of Helsinki,"Biological Sciences,Languages, Literature & Linguistics,Chemistry,Sociology,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Law,Psychology,Economics & Econometrics,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Archaeology,Education,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences",False,False
1110,111,University of Montreal,62.3,1110,50.9,107,53.2,119,75.8,395,76.5,148,85.5,158,Canada,"38,189",20.8,22%,,University of Montreal Université de Montréal Universite de Montreal,"General Engineering,Medicine & Dentistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Archaeology,History, Philosophy & Theology,Sociology,Accounting & Finance,Biological Sciences,Communication & Media Studies,Architecture,Mathematics & Statistics,Chemical Engineering,Chemistry,Law,Veterinary Science,Sport Science,Geography,Education,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Psychology,Computer Science,Other Health",False,False
1120,112,Ohio State University (Main campus),62.2,1120,53.0,93,51.2,130,83.4,256,55.3,317,60.3,474,United States,"55,814",11.8,13%,51 : 49,Ohio State University (Main campus),"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Civil Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Architecture,Computer Science,Veterinary Science,Business & Management,Law,Archaeology,Sociology",False,False
1130,113,University of Freiburg,61.9,1130,47.8,128,52.8,121,80.8,303,96.2,34,67.3,379,Germany,"20,253",37.2,17%,53 : 47,University of Freiburg,"Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Medicine & Dentistry,Geography,Sport Science,Economics & Econometrics,Agriculture & Forestry,Languages, Literature & Linguistics,Law,Computer Science,Biological Sciences,Archaeology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Education,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Communication & Media Studies,Accounting & Finance,Chemical Engineering,Psychology",False,False
1140,=114,University of Copenhagen,61.7,1140,45.1,157,47.5,150,87.2,200,55.0,321,84.7,165,Denmark,"31,519",4.2,16%,62 : 38,University of Copenhagen,"Languages, Literature & Linguistics,Sociology,Chemistry,History, Philosophy & Theology,Law,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Geography,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Archaeology,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Psychology",False,False
1150,=114,Université Paris Cité,61.7,1150,51.5,99,44.8,179,89.3,162,37.3,1526,68.3,364,France,"62,747",17.0,19%,65 : 35,Université Paris Cité france international student life,"Medicine & Dentistry,Archaeology,Psychology,Mechanical & Aerospace Engineering,Sport Science,Computer Science,Law,Architecture,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Sociology,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Chemistry,Other Health,Education,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Biological Sciences,Communication & Media Studies,Civil Engineering,Politics & International Studies (incl Development Studies),Business & Management",False,False
1160,=114,University of Sheffield,61.7,1160,43.6,175,46.4,165,89.5,158,47.4,477,88.5,130,United Kingdom,"27,465",14.5,41%,53 : 47,University of Sheffield united kingdom UK Sheffield,"Education,Psychology,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Mechanical & Aerospace Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Business & Management,Civil Engineering,Chemistry,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,Law,Politics & International Studies (incl Development Studies)",False,False
1170,117,Aarhus University,61.2,1170,40.6,221,60.0,81,77.6,365,74.1,165,77.9,240,Denmark,"26,475",13.5,10%,55 : 45,Aarhus University,"Education,Psychology,History, Philosophy & Theology,Biological Sciences,Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Archaeology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Accounting & Finance,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Computer Science,Geography,Chemistry,Other Health,Agriculture & Forestry,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sport Science,Sociology,Languages, Literature & Linguistics",False,False
1180,118,University of Alberta,61.1,1180,48.8,115,52.7,122,72.9,444,82.7,100,89.2,120,Canada,"32,338",21.6,28%,,University of Alberta,"Geography,Archaeology,Computer Science,Education,Law,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,General Engineering,Medicine & Dentistry,History, Philosophy & Theology,Biological Sciences,Other Health,Chemistry,Art, Performing Arts & Design,Civil Engineering,Architecture,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Chemical Engineering,Sport Science,Sociology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Geology, Environmental, Earth & Marine Sciences",False,False
1190,=119,University of Göttingen,61.0,1190,46.3,142,53.8,115,83.9,250,40.1,946,63.0,437,Germany,"30,221",26.0,14%,52 : 48,University of Göttingen,"Politics & International Studies (incl Development Studies),Veterinary Science,Economics & Econometrics,Chemistry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Law,Geography,Languages, Literature & Linguistics,Sport Science,Psychology,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Other Health,Computer Science,Mathematics & Statistics,Accounting & Finance,Education,Sociology",False,False
1200,=119,Lund University,61.0,1200,40.5,225,55.5,107,81.0,297,79.5,118,78.5,237,Sweden,"28,545",11.5,18%,55 : 45,Lund University,"Communication & Media Studies,Education,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Law,Archaeology,Economics & Econometrics,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Business & Management,Psychology,Architecture,Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Biological Sciences,General Engineering,Geography,Chemical Engineering",False,False
1210,121,Vrije Universiteit Amsterdam,60.9,1210,38.4,276,52.2,125,87.5,196,59.1,282,79.4,225,Netherlands,"29,796",19.8,16%,56 : 44,Vrije Universiteit Amsterdam,"Architecture,Mathematics & Statistics,Economics & Econometrics,Sociology,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Geography,Law,Communication & Media Studies,Computer Science,Chemistry,Education,Accounting & Finance,Medicine & Dentistry,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management,Psychology,Agriculture & Forestry,Languages, Literature & Linguistics,Biological Sciences",False,False
1220,122,Lancaster University,60.8,1220,38.7,266,40.0,235,96.9,67,38.3,1224,94.9,44,United Kingdom,"14,380",12.8,39%,51 : 49,Lancaster University,"Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,Geography,Medicine & Dentistry,Chemistry,Electrical & Electronic Engineering,Accounting & Finance,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Physics & Astronomy,Law,Education,Economics & Econometrics,Biological Sciences,Sociology,Sport Science,Other Health,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Psychology,Computer Science,Chemical Engineering,Business & Management,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Architecture",False,False
1230,123,Dartmouth College,60.7,1230,59.8,57,40.4,231,88.2,177,40.0,960,42.0,902,United States,"6,440",7.8,15%,49 : 51,Dartmouth College,"Physics & Astronomy,Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Geography,Other Health,Art, Performing Arts & Design,Archaeology,Computer Science,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,General Engineering,Biological Sciences,Civil Engineering,Psychology,Chemistry,Politics & International Studies (incl Development Studies)",False,False
1240,=124,Queen Mary University of London,60.4,1240,34.3,370,41.3,219,97.7,51,44.0,615,97.1,19,United Kingdom,"20,505",13.1,46%,55 : 45,Queen Mary University of London,"Communication & Media Studies,Law,Economics & Econometrics,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,General Engineering,Biological Sciences,Chemistry,Geography,Business & Management,Computer Science,History, Philosophy & Theology,Civil Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Medicine & Dentistry,Physics & Astronomy,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Veterinary Science,Other Health,Chemical Engineering",False,False
1250,=124,University of Vienna,60.4,1250,49.4,114,59.3,83,65.1,571,44.8,575,95.8,35,Austria,"35,929",42.9,29%,66 : 34,University of Vienna,"Communication & Media Studies,Education,Law,Economics & Econometrics,Sport Science,Psychology,Biological Sciences,Sociology,Other Health,Physics & Astronomy,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Geography,Languages, Literature & Linguistics,Business & Management,Chemistry",False,False
1260,126,University of Oslo,60.2,1260,40.1,232,48.5,143,89.0,165,44.5,584,77.0,250,Norway,"21,548",13.3,15%,66 : 34,University of Oslo,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,Other Health,Psychology,Languages, Literature & Linguistics,Law,Biological Sciences,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Sociology,Education,Geography,History, Philosophy & Theology,Chemistry,Archaeology,Mathematics & Statistics",False,False
1270,127,Purdue University West Lafayette,60.1,1270,55.9,79,64.2,67,56.9,722,67.8,212,71.1,332,United States,"44,551",16.9,20%,44 : 56,Purdue University West Lafayette,"Architecture,History, Philosophy & Theology,Sociology,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sport Science,Psychology,Law,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Veterinary Science,Accounting & Finance",False,False
1280,=128,University of Hamburg,59.8,1280,46.5,139,54.4,111,75.4,403,96.1,36,60.4,472,Germany,"30,676",61.5,12%,58 : 42,University of Hamburg,"Accounting & Finance,Chemistry,Computer Science,Archaeology,Education,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Sociology,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Agriculture & Forestry,Psychology,Economics & Econometrics,Physics & Astronomy,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology,Law,Geography,Business & Management,Sport Science",False,False
1290,=128,University of Leeds,59.8,1290,46.0,148,47.8,148,79.3,337,40.5,893,91.8,96,United Kingdom,"33,990",14.6,36%,60 : 40,University of Leeds,"Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Sociology,Architecture,Psychology,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,General Engineering,History, Philosophy & Theology,Mathematics & Statistics,Chemistry,Chemical Engineering,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Accounting & Finance,Computer Science,Biological Sciences,Sport Science,Business & Management,Civil Engineering,Electrical & Electronic Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Geology, Environmental, Earth & Marine Sciences",False,False
1300,130,University of Nottingham,59.6,1300,41.8,205,44.1,188,86.6,210,41.7,780,90.4,108,United Kingdom,"32,875",15.1,31%,54 : 46,University of Nottingham,"Languages, Literature & Linguistics,Agriculture & Forestry,Law,History, Philosophy & Theology,Medicine & Dentistry,Architecture,Education,Sport Science,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Chemical Engineering,Biological Sciences,Art, Performing Arts & Design,Other Health,Chemistry,Archaeology,Computer Science,Veterinary Science,Civil Engineering,Psychology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Mathematics & Statistics,Communication & Media Studies,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Geography",False,False
1310,=131,University of Antwerp,59.4,1310,36.4,312,46.2,169,90.4,138,83.5,97,71.8,325,Belgium,"15,857",32.2,17%,56 : 44,University of Antwerp,"Electrical & Electronic Engineering,Other Health,Law,Art, Performing Arts & Design,Veterinary Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,History, Philosophy & Theology,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Sociology,General Engineering,Medicine & Dentistry,Education,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Communication & Media Studies",False,False
1320,=131,The University of Western Australia,59.4,1320,34.9,350,48.1,146,85.6,227,69.2,202,94.4,55,Australia,"18,405",21.3,28%,49 : 51,The University of Western Australia,"Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Economics & Econometrics,Biological Sciences,Psychology,Archaeology,Education,Chemistry,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,General Engineering,Sport Science,Geography,Architecture,Other Health,Law,Communication & Media Studies,Medicine & Dentistry,Agriculture & Forestry,Computer Science,Physics & Astronomy,Accounting & Finance,Civil Engineering,Mathematics & Statistics",False,False
1330,133,University of Technology Sydney,59.3,1330,36.9,299,42.1,210,90.5,137,49.7,413,96.0,31,Australia,"27,481",35.1,31%,50 : 50,University of Technology Sydney UTS,"Sociology,Psychology,Computer Science,General Engineering,Agriculture & Forestry,Medicine & Dentistry,Education,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Chemical Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Physics & Astronomy,Electrical & Electronic Engineering,Architecture,Civil Engineering,Law,Economics & Econometrics,Communication & Media Studies,Accounting & Finance,Sport Science,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Other Health",False,False
1340,134,Case Western Reserve University,59.0,1340,48.4,121,40.6,226,90.7,134,43.4,647,52.9,608,United States,"10,934",8.2,20%,51 : 49,Case Western Reserve University,"Business & Management,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Accounting & Finance,Chemistry,Law,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Psychology,History, Philosophy & Theology,Biological Sciences,Other Health,Sociology,Mechanical & Aerospace Engineering",False,False
1350,135,University of Lausanne,58.7,1350,35.8,328,47.6,149,83.0,267,72.3,176,92.3,90,Switzerland,"13,401",10.2,23%,,University of Lausanne,"Communication & Media Studies,Archaeology,Other Health,Geography,Medicine & Dentistry,Law,Education,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sociology,Psychology,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False
1360,136,Georgetown University,58.6,1360,55.5,82,35.0,309,88.0,181,54.0,339,49.1,692,United States,"16,074",8.0,19%,54 : 46,Georgetown University,"Law,Languages, Literature & Linguistics,Accounting & Finance,Chemistry,History, Philosophy & Theology,Agriculture & Forestry,Economics & Econometrics,Architecture,Communication & Media Studies,Biological Sciences,Medicine & Dentistry,Sport Science,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Education,Physics & Astronomy,Business & Management,Mathematics & Statistics,General Engineering,Sociology,Computer Science,Psychology",False,False
1370,=137,University of Exeter,58.5,1370,32.4,431,41.3,218,94.8,94,39.2,1077,92.7,85,United Kingdom,"24,165",15.9,29%,53 : 47,University of Exeter,"Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Architecture,Law,Biological Sciences,Psychology,Accounting & Finance,Languages, Literature & Linguistics,Communication & Media Studies,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Other Health,Business & Management,Archaeology,Agriculture & Forestry,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Veterinary Science,Civil Engineering,Physics & Astronomy,General Engineering",False,False
1380,=137,University of Ottawa,58.5,1380,41.7,206,45.4,173,82.6,273,51.0,392,84.1,172,Canada,"36,670",26.0,24%,58 : 42,University of Ottawa,"Languages, Literature & Linguistics,Computer Science,Veterinary Science,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,History, Philosophy & Theology,Education,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Chemistry,General Engineering,Politics & International Studies (incl Development Studies),Law,Sociology,Business & Management,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Chemical Engineering,Mechanical & Aerospace Engineering,Geography",False,False
1390,=139,University of Auckland,58.4,1390,36.8,300,44.3,184,85.4,232,56.4,301,94.3,56,New Zealand,"33,093",22.1,32%,56 : 44,University of Auckland UOA Auckland University,"Accounting & Finance,Biological Sciences,Civil Engineering,Sociology,Other Health,Mathematics & Statistics,Psychology,Computer Science,Chemistry,Sport Science,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),General Engineering,Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Communication & Media Studies,Geography,Electrical & Electronic Engineering,Archaeology,Languages, Literature & Linguistics,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Physics & Astronomy,Medicine & Dentistry,Architecture,Law",False,False
1400,=139,Newcastle University,58.4,1400,33.3,400,40.0,236,96.0,80,41.8,771,87.8,140,United Kingdom,"25,590",15.1,29%,52 : 48,Newcastle University,"Archaeology,Computer Science,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Civil Engineering,Sociology,Accounting & Finance,General Engineering,Physics & Astronomy,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Education,Chemistry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Medicine & Dentistry,Sport Science,Psychology,Architecture,Chemical Engineering,Veterinary Science,Other Health,Agriculture & Forestry,Geography,Biological Sciences,Communication & Media Studies",False,False
1410,=139,Radboud University Nijmegen,58.4,1410,34.9,348,51.6,128,85.5,230,48.0,457,74.7,278,Netherlands,"21,979",17.6,13%,56 : 44,Radboud University Nijmegen,"History, Philosophy & Theology,Economics & Econometrics,Psychology,Geography,Archaeology,Communication & Media Studies,Business & Management,Medicine & Dentistry,Physics & Astronomy,Law,Languages, Literature & Linguistics,Accounting & Finance,Biological Sciences,Computer Science,Education,Sociology,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Mathematics & Statistics,Other Health,Chemistry",False,False
1420,=139,University of Würzburg,58.4,1420,40.7,220,45.2,176,87.8,189,79.4,120,57.3,526,Germany,"23,754",40.7,10%,58 : 42,University of Würzburg,"Languages, Literature & Linguistics,Psychology,Education,Chemistry,Physics & Astronomy,Agriculture & Forestry,Business & Management,Law,Geography,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Economics & Econometrics,Sport Science,Sociology,Computer Science,Architecture,Other Health,Mathematics & Statistics,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Chemical Engineering,Archaeology",False,False
1430,=139,University of York,58.4,1430,39.3,256,44.0,189,85.9,223,38.4,1217,88.7,128,United Kingdom,"17,665",14.4,28%,56 : 44,University of York,"General Engineering,Biological Sciences,Physics & Astronomy,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Other Health,Business & Management,Chemistry,Archaeology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Geography",False,False
1440,144,University of Pittsburgh-Pittsburgh campus,58.3,1440,46.2,144,42.9,199,90.6,136,44.2,601,43.4,857,United States,"26,575",5.5,11%,55 : 45,University of Pittsburgh-Pittsburgh campus,"Mathematics & Statistics,Physics & Astronomy,Law,Other Health,Biological Sciences,Computer Science,Art, Performing Arts & Design,Education,Geography,Communication & Media Studies,Architecture,Accounting & Finance,Sport Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Civil Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",False,False
