rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited
72,72,Rice University,59.0,72,45.9,107,39.7,250,36.2,208,38.0,144,99.9,4,United States,Rice University,"Sociology,Business & Management,Computer Science,Sport Science,Architecture,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Psychology,General Engineering,Art, Performing Arts & Design,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Archaeology,Other Health,Physics & Astronomy,History, Philosophy & Theology,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Education,Mathematics & Statistics,Chemistry,Chemical Engineering",False,False
73,73,Universität Heidelberg,58.7,73,57.1,59,62.3,144,37.6,190,41.5,120,78.5,92,Germany,Universität Heidelberg,"History, Philosophy & Theology,Sport Science,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Law,Education,Mathematics & Statistics,Geography,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Other Health,Psychology,Chemistry,Sociology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry",False,False
74,74,The University of Queensland,58.6,74,47.5,97,80.8,55,62.6,77,52.3,80,70.2,131,Australia,The University of Queensland UQ UOQ,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",False,False
75,75,Emory University,57.4,75,48.4,92,37.3,261,34.4,233,39.8,133,90.9,45,United States,Emory University,"Law,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Business & Management,Chemistry,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,General Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",False,False
75,75,Wageningen University & Research,57.4,76,50.1,86,75.9,75,100.0,11,47.6,99,66.3,147,Netherlands,Wageningen University & Research,"Chemical Engineering,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Other Health,Sociology,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Veterinary Science,Agriculture & Forestry,Chemistry",False,False
77,77,University of Colorado Boulder,57.3,78,39.5,150,30.8,298,-,390,42.6,116,98.2,13,United States,University of Colorado Boulder,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Sociology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Law,General Engineering,Psychology,Geography",False,False
77,77,Tufts University,57.3,77,45.8,108,41.3,244,35.4,218,37.4,147,94.5,30,United States,Tufts University,"Other Health,Business & Management,Veterinary Science,Geography,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Computer Science,General Engineering,Psychology,Chemical Engineering,Architecture,Chemistry,Electrical & Electronic Engineering,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Physics & Astronomy,Education,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Agriculture & Forestry",False,False
79,79,Leiden University,57.0,79,45.4,111,54.4,178,48.6,118,55.3,69,71.7,124,Netherlands,Leiden University,"Architecture,Medicine & Dentistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Law,Art, Performing Arts & Design,Communication & Media Studies,Chemistry,Mathematics & Statistics,Education,Archaeology,Psychology,Physics & Astronomy,Sociology,Biological Sciences,Other Health",False,False
80,80,Lund University,56.9,80,40.4,144,61.2,148,32.6,258,58.5,61,72.8,118,Sweden,Lund University,"Communication & Media Studies,Education,Electrical & Electronic Engineering,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Law,Archaeology,Economics & Econometrics,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Other Health,Art, Performing Arts & Design,Business & Management,Psychology,Architecture,Mechanical & Aerospace Engineering,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Biological Sciences,General Engineering,Geography,Chemical Engineering",False,False
81,81,University of Rochester,56.8,82,47.0,102,45.7,224,36.4,206,33.5,183,94.5,31,United States,University of Rochester,"Electrical & Electronic Engineering,Education,Politics & International Studies (incl Development Studies),Sociology,Psychology,History, Philosophy & Theology,Chemical Engineering,Computer Science,Art, Performing Arts & Design,Civil Engineering,Biological Sciences,Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy",False,False
81,81,Rutgers University – New Brunswick,56.8,81,51.6,80,25.3,341,-,386,60.0,55,69.0,135,United States,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False
83,83,Durham University,56.4,83,32.5,209,75.8,76,30.5,288,37.9,145,96.2,26,United Kingdom,Durham University united kingdom UK  England,"Business & Management,Civil Engineering,Chemistry,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Law,Psychology,Archaeology,Electrical & Electronic Engineering,Sociology,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Education,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Politics & International Studies (incl Development Studies),Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Geography",False,False
84,84,Pierre and Marie Curie University,56.0,84,56.3,64,66.7,120,26.2,346,30.5,201,81.1,83,France,Pierre and Marie Curie University,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemistry,Electrical & Electronic Engineering,Other Health,Biological Sciences,Chemical Engineering,Mathematics & Statistics,General Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Computer Science,Veterinary Science",False,False
85,85,University of St Andrews,55.7,85,37.1,169,89.1,23,34.1,238,40.2,131,83.0,80,United Kingdom,University of St Andrews,"Other Health,Geography,Communication & Media Studies,Business & Management,Psychology,Sociology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemistry,Biological Sciences,History, Philosophy & Theology,Physics & Astronomy,Languages, Literature & Linguistics",False,False
86,86,"University of California, Irvine",55.4,86,36.2,179,36.3,266,45.6,126,42.3,117,93.5,37,United States,"University of California, Irvine","Languages, Literature & Linguistics,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Civil Engineering,Business & Management,General Engineering,Architecture,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Law,Other Health,Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology",False,False
87,87,Uppsala University,55.2,87,47.2,100,59.1,152,43.4,137,65.1,48,53.3,213,Sweden,Uppsala University,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Politics & International Studies (incl Development Studies),Archaeology,Law,Accounting & Finance,Psychology,Economics & Econometrics,Electrical & Electronic Engineering,General Engineering,Physics & Astronomy,Geography,Chemical Engineering,Civil Engineering,Communication & Media Studies,Medicine & Dentistry,Chemistry,Languages, Literature & Linguistics,Other Health,Sociology,Mathematics & Statistics,History, Philosophy & Theology,Business & Management,Biological Sciences",False,False
88,88,Technical University of Munich,55.1,88,50.0,87,65.2,125,47.2,122,37.1,151,76.3,103,Germany,Technical University of Munich,"Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Accounting & Finance,Business & Management,Civil Engineering,Physics & Astronomy,Computer Science,Mathematics & Statistics,Education,Sport Science,Architecture,General Engineering,Agriculture & Forestry,Sociology",False,False
89,89,University of Notre Dame,55.0,89,42.6,130,33.1,286,27.3,330,36.2,157,94.1,33,United States,University of Notre Dame,"Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Education,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Sociology,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Computer Science",False,False
90,90,Dartmouth College,54.9,90,44.8,113,30.6,299,-,375,38.7,142,89.9,50,United States,Dartmouth College,"Physics & Astronomy,Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Geography,Other Health,Art, Performing Arts & Design,Archaeology,Computer Science,Communication & Media Studies,Economics & Econometrics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,General Engineering,Biological Sciences,Civil Engineering,Psychology,Chemistry,Politics & International Studies (incl Development Studies)",False,False
91,91,University of Helsinki,54.8,91,39.3,152,46.8,220,28.9,308,54.2,75,75.1,109,Finland,University of Helsinki,"Biological Sciences,Languages, Literature & Linguistics,Chemistry,Sociology,Other Health,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Medicine & Dentistry,Physics & Astronomy,Law,Psychology,Economics & Econometrics,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,Archaeology,Education,Geography,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences",False,False
92,92,University of Amsterdam,54.7,92,41.7,135,56.4,168,42.5,144,54.7,70,68.3,137,Netherlands,University of Amsterdam uva,"Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Business & Management,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Geography",False,False
93,93,Case Western Reserve University,54.6,93,54.2,70,29.9,305,-,371,40.2,129,78.4,93,United States,Case Western Reserve University,"Business & Management,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Accounting & Finance,Chemistry,Law,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Geography,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Civil Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Education,Psychology,History, Philosophy & Theology,Biological Sciences,Other Health,Sociology,Mechanical & Aerospace Engineering",False,False
94,94,Korea Advanced Institute of Science and Technology (KAIST),54.5,94,64.2,43,29.3,310,100.0,5,54.6,71,47.1,252,South Korea,Korea Advanced Institute of Science and Technology (KAIST),"Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Accounting & Finance,Psychology,Sociology,Sport Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,History, Philosophy & Theology,Chemical Engineering,Electrical & Electronic Engineering,Economics & Econometrics,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Mechanical & Aerospace Engineering,Archaeology,Languages, Literature & Linguistics,General Engineering,Computer Science,Veterinary Science,Communication & Media Studies,Physics & Astronomy,Chemistry,Medicine & Dentistry",False,False
94,94,"University of Maryland, College Park",54.5,95,41.1,139,35.3,273,28.5,313,43.6,113,85.8,66,United States,"University of Maryland, College Park","Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",False,False
96,96,Michigan State University,54.4,96,47.4,98,34.0,279,28.0,318,49.6,88,73.6,112,United States,Michigan State University,"Education,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Chemical Engineering,Business & Management,Architecture,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sport Science,General Engineering,Geography,Communication & Media Studies,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Mathematics & Statistics,Computer Science,Veterinary Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Other Health,Archaeology,Physics & Astronomy,Agriculture & Forestry,History, Philosophy & Theology",False,False
97,97,University of Arizona,54.2,97,45.1,112,28.4,314,86.0,37,43.0,114,78.3,95,United States,University of Arizona,"Physics & Astronomy,Chemical Engineering,Chemistry,Architecture,Other Health,General Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Archaeology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Education,Veterinary Science,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Psychology,Business & Management,Biological Sciences,Geography,Economics & Econometrics,Law,Communication & Media Studies,Medicine & Dentistry,Electrical & Electronic Engineering",False,False
98,98,Purdue University West Lafayette,54.0,98,56.6,62,52.6,186,-,385,49.4,89,57.8,184,United States,Purdue University West Lafayette,"Architecture,History, Philosophy & Theology,Sociology,Chemistry,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemical Engineering,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Sport Science,Psychology,Law,Business & Management,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Computer Science,Agriculture & Forestry,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,Communication & Media Studies,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Veterinary Science,Accounting & Finance",False,False
99,99,University of Sussex,53.9,99,30.6,226,79.8,61,28.1,317,34.8,169,92.0,42,United Kingdom,University of Sussex,"Art, Performing Arts & Design,Computer Science,Psychology,Communication & Media Studies,Accounting & Finance,Biological Sciences,Electrical & Electronic Engineering,Geography,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,History, Philosophy & Theology,Business & Management,Law,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Sociology,Economics & Econometrics,Chemistry",False,False
100,100,University of Alberta,53.7,100,50.6,84,71.9,93,53.7,100,54.4,73,51.7,223,Canada,University of Alberta,"Geography,Archaeology,Computer Science,Education,Law,Politics & International Studies (incl Development Studies),Communication & Media Studies,Psychology,General Engineering,Medicine & Dentistry,History, Philosophy & Theology,Biological Sciences,Other Health,Chemistry,Art, Performing Arts & Design,Civil Engineering,Architecture,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Accounting & Finance,Chemical Engineering,Sport Science,Sociology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Geology, Environmental, Earth & Marine Sciences",False,False
101,101,University of Sheffield,53.6,101,44.6,115,68.2,111,40.2,173,46.0,102,67.5,142,United Kingdom,University of Sheffield united kingdom UK Sheffield,"Education,Psychology,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Mechanical & Aerospace Engineering,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,General Engineering,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Business & Management,Civil Engineering,Chemistry,Sociology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Physics & Astronomy,Law,Politics & International Studies (incl Development Studies)",False,False
102,102,University of Glasgow,53.4,102,37.5,165,68.1,112,61.4,85,41.0,123,77.5,99,United Kingdom,University of Glasgow,"Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Biological Sciences,Archaeology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Law,Economics & Econometrics,General Engineering,Psychology,Medicine & Dentistry,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Veterinary Science,Geography,Architecture,Education,Languages, Literature & Linguistics,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Other Health,Sociology,Chemistry",False,False
103,103,University of Cape Town,53.2,103,34.3,194,73.9,82,97.5,24,41.1,122,75.3,106,South Africa,University of Cape Town UCT,"Other Health,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Education,Sport Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Chemistry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Architecture,Law,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
104,104,Delft University of Technology,53.1,104,53.5,72,71.3,95,100.0,1,66.1,44,31.2,338,Netherlands,Delft University of Technology,"Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Other Health,Geography,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Communication & Media Studies,Business & Management,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design",False,False
104,104,University of Montreal,53.1,105,54.5,68,79.5,62,81.3,42,47.0,100,48.7,243,Canada,University of Montreal Université de Montréal Universite de Montreal,"General Engineering,Medicine & Dentistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Archaeology,History, Philosophy & Theology,Sociology,Accounting & Finance,Biological Sciences,Communication & Media Studies,Architecture,Mathematics & Statistics,Chemical Engineering,Chemistry,Law,Veterinary Science,Sport Science,Geography,Education,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Psychology,Computer Science,Other Health",False,False
106,106,Ghent University,53.0,106,41.1,138,47.3,214,97.8,22,52.2,81,63.4,158,Belgium,Ghent University,"Accounting & Finance,Education,Economics & Econometrics,General Engineering,Psychology,Archaeology,Computer Science,Sport Science,Business & Management,Mechanical & Aerospace Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Biological Sciences,Geography,Civil Engineering,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Mathematics & Statistics,Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Veterinary Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry,Sociology",False,False
107,107,"Royal Holloway, University of London",52.9,107,28.6,250,93.3,6,25.9,348,24.1,250,98.2,12,United Kingdom,"Royal Holloway, University of London","Politics & International Studies (incl Development Studies),Mathematics & Statistics,Agriculture & Forestry,Physics & Astronomy,Communication & Media Studies,Art, Performing Arts & Design,Law,Chemistry,General Engineering,Languages, Literature & Linguistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Sport Science,Archaeology,Economics & Econometrics,Education,Electrical & Electronic Engineering,Biological Sciences,Psychology,Sociology,Business & Management,Accounting & Finance,Medicine & Dentistry,Computer Science,Geography,History, Philosophy & Theology",False,False
108,108,Tokyo Institute of Technology,52.8,108,56.0,65,24.9,346,66.3,68,58.9,58,49.5,239,Japan,Tokyo Institute of Technology,"Civil Engineering,Sport Science,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Business & Management,Mathematics & Statistics,General Engineering,Chemistry,Chemical Engineering,Computer Science,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies,Sociology",False,False
109,109,Humboldt University of Berlin,52.6,109,51.3,82,64.5,133,-,379,54.5,72,50.1,236,Germany,Humboldt University of Berlin,"Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Agriculture & Forestry,Medicine & Dentistry,Psychology,Sociology,Languages, Literature & Linguistics,Chemistry,Law,Business & Management,Accounting & Finance,Communication & Media Studies,Sport Science,Archaeology",False,False
110,110,"University of California, Santa Cruz",52.5,110,28.5,252,29.8,307,29.5,299,36.6,155,99.9,6,United States,"University of California, Santa Cruz","Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Archaeology,Agriculture & Forestry,Business & Management,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Computer Science,Chemistry,Other Health,Mathematics & Statistics,Education,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Psychology",False,False
111,111,University of Basel,52.2,111,38.9,153,92.4,10,48.6,119,21.9,272,86.0,65,Switzerland,University of Basel,"Other Health,Languages, Literature & Linguistics,Mathematics & Statistics,Sociology,Economics & Econometrics,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Geography,Archaeology,Chemistry,Accounting & Finance,Education,Communication & Media Studies,Art, Performing Arts & Design,Law,Psychology,Medicine & Dentistry,Sport Science,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Biological Sciences,Physics & Astronomy",False,False
112,112,University of Bern,52.1,112,43.0,125,77.6,68,38.2,187,34.6,171,73.5,115,Switzerland,University of Bern,"Psychology,Education,Communication & Media Studies,Business & Management,Veterinary Science,Mathematics & Statistics,Art, Performing Arts & Design,Other Health,Law,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Accounting & Finance,Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Chemistry,Sociology",False,False
113,113,University of Utah,51.9,113,42.1,133,23.3,358,-,398,41.0,124,82.3,81,United States,University of Utah,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",False,False
114,114,Stony Brook University,51.4,114,37.7,163,56.5,167,29.2,302,28.7,216,88.3,58,United States,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False
115,115,Eindhoven University of Technology,51.3,115,35.6,184,67.3,116,100.0,3,48.0,95,62.1,167,Netherlands,Eindhoven University of Technology,"Civil Engineering,Mathematics & Statistics,Chemistry,Languages, Literature & Linguistics,Computer Science,Architecture,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
116,116,University of Lausanne,51.2,116,27.5,266,86.7,32,40.3,172,40.4,127,77.8,97,Switzerland,University of Lausanne,"Communication & Media Studies,Archaeology,Other Health,Geography,Medicine & Dentistry,Law,Education,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sociology,Psychology,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False
117,117,Monash University,51.1,117,40.5,143,75.8,77,62.2,80,48.5,94,57.1,190,Australia,Monash University,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False
117,117,Trinity College Dublin,51.1,118,30.3,230,89.4,22,29.7,295,23.5,256,91.7,44,Ireland,Trinity College Dublin,"Mechanical & Aerospace Engineering,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Geography,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Languages, Literature & Linguistics,Medicine & Dentistry,Archaeology,Physics & Astronomy,Sport Science,Law,Accounting & Finance,Sociology,General Engineering,Communication & Media Studies,Other Health,Mathematics & Statistics,Education,Chemistry,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Civil Engineering,Psychology",False,False
